timestamp,value,quality,dd6_stage_m,interp_dd6_discharge
2019-09-17 00:49:13+00:00,2.52,,0.7680959754209288,12.982847068756925
2019-09-17 06:49:13+00:00,2.55,,0.7772399751283208,13.314807438586293
2019-09-17 07:34:12+00:00,2.62,,0.7985759744455688,14.08938163485482
2019-09-17 08:04:12+00:00,2.7,,0.822959973665281,14.974609287733138
2019-09-17 12:49:13+00:00,2.7,,0.822959973665281,14.974609287733138
2019-09-17 14:19:13+00:00,2.77,,0.8442959729825289,15.749183484001662
2019-09-17 18:49:14+00:00,2.75,,0.8381999731776009,15.527876570782082
2019-09-17 20:19:13+00:00,2.82,,0.8595359724948488,16.302450767050605
2019-09-17 22:04:13+00:00,2.9,,0.8839199717145609,17.187678419928922
2019-09-18 00:49:14+00:00,2.87,,0.874775972007169,16.855718050099554
2019-09-18 03:34:13+00:00,2.95,,0.899159971226881,17.74094570297787
2019-09-18 06:04:14+00:00,3.02,,0.9204959705441289,18.706691948573216
2019-09-18 06:19:32+00:00,3.1,,0.944879969763841,20.356611469279798
2019-09-18 06:49:32+00:00,3.05,,0.9296399702515209,19.32541176883818
2019-09-18 07:04:14+00:00,3.12,,0.9509759695687691,20.769091349456442
2019-09-18 07:49:14+00:00,3.2,,0.9753599687884811,22.419010870163017
2019-09-18 08:19:14+00:00,3.27,,0.996695968105729,23.862690450781265
2019-09-18 09:04:14+00:00,3.34,,1.018031967422977,25.306370031399513
2019-09-18 10:49:14+00:00,3.49,,1.0637519659599373,28.399969132724358
2019-09-18 11:34:32+00:00,3.57,,1.0881359651796492,30.049888653430926
2019-09-18 12:19:14+00:00,3.64,,1.1094719644968971,31.493568234049174
2019-09-18 12:49:14+00:00,3.64,,1.1094719644968971,31.493568234049174
2019-09-18 13:34:14+00:00,3.72,,1.1338559637166092,33.14348775475575
2019-09-18 14:34:14+00:00,3.79,,1.1551919630338572,34.587167335374005
2019-09-18 16:04:14+00:00,3.87,,1.1795759622535693,36.23708685608059
2019-09-18 16:34:14+00:00,3.94,,1.2009119615708173,37.68076643669883
2019-09-18 17:49:14+00:00,4.02,,1.2252959607905292,39.482018303895515
2019-09-18 18:49:15+00:00,4.04,,1.2313919605954573,40.045831499095506
2019-09-18 19:34:14+00:00,4.12,,1.2557759598151694,42.30108427989543
2019-09-18 21:19:33+00:00,4.27,,1.3014959583521293,46.52968324389524
2019-09-18 21:34:14+00:00,4.37,,1.3319759573767693,49.34874921989513
2019-09-18 22:19:33+00:00,4.59,,1.3990319552309773,55.550694367094884
2019-09-18 22:34:14+00:00,4.74,,1.4447519537679376,59.779293331094735
2019-09-18 22:49:14+00:00,4.84,,1.4752319527925775,62.59835930709461
2019-09-18 23:19:14+00:00,4.97,,1.5148559515246094,66.26314507589446
2019-09-18 23:49:14+00:00,5.11,,1.5575279501591057,71.02656313860969
2019-09-19 00:49:15+00:00,5.36,,1.6337279477207058,79.9304255428861
2019-09-19 01:04:23+00:00,5.49,,1.6733519464527378,84.56043399310983
2019-09-19 01:34:14+00:00,5.64,,1.7190719449896976,89.90275143567564
2019-09-19 02:04:23+00:00,5.86,,1.7861279428439059,97.73815035143889
2019-09-19 02:49:15+00:00,6.09,,1.8562319406005778,106.9155477824757
2019-09-19 03:04:15+00:00,6.16,,1.877567939917826,110.17539846186051
2019-09-19 04:04:15+00:00,6.46,,1.969007936991746,124.14618708779525
2019-09-19 04:34:15+00:00,6.59,,2.008631935723778,130.20019549236696
2019-09-19 05:04:33+00:00,6.69,,2.0391119347484183,134.8571250343453
2019-09-19 05:19:33+00:00,6.76,,2.060447934065666,138.11697571373003
2019-09-19 06:04:33+00:00,6.96,,2.121407932114946,147.43083479768654
2019-09-19 06:19:33+00:00,7.03,,2.1427439314321943,150.98742965205906
2019-09-19 06:34:33+00:00,7.21,,2.197607929676546,161.15038117178455
2019-09-19 06:49:15+00:00,7.23,,2.2037039294814744,162.2795980073097
2019-09-19 07:04:33+00:00,7.46,,2.2738079272381464,175.26559161584785
2019-09-19 07:34:15+00:00,7.53,,2.2951439265553946,179.2178505401856
2019-09-19 08:04:15+00:00,7.73,,2.3561039246046747,190.5100188954362
2019-09-19 08:34:15+00:00,7.81,,2.3804879238243863,195.0268862375364
2019-09-19 08:49:33+00:00,7.88,,2.4018239231416345,198.97914516187413
2019-09-19 09:04:33+00:00,7.96,,2.4262079223613466,203.49601250397438
2019-09-19 09:19:15+00:00,8.08,,2.4627839211909146,212.36622400971237
2019-09-19 09:34:15+00:00,8.16,,2.4871679204106267,218.97800854813528
2019-09-19 10:04:15+00:00,8.23,,2.508503919727875,224.76332001925536
2019-09-19 11:04:15+00:00,8.43,,2.5694639177771545,241.29278136531252
2019-09-19 11:19:15+00:00,8.5,,2.5907999170944027,247.07809283643257
2019-09-19 11:34:15+00:00,8.6,,2.6212799161190428,255.34282350946123
2019-09-19 12:04:15+00:00,8.68,,2.6456639153387544,261.95460804788405
2019-09-19 12:49:16+00:00,8.8,,2.682239914168323,271.8722848555185
2019-09-19 13:04:15+00:00,8.95,,2.7279599127052827,284.26938086506135
2019-09-19 13:19:15+00:00,8.88,,2.706623913388035,278.4840693939414
2019-09-19 13:34:15+00:00,9.0,,2.743199912217603,288.40174620157575
2019-09-19 14:04:15+00:00,9.1,,2.7736799112422426,297.98620543284363
2019-09-19 15:04:15+00:00,9.25,,2.819399909779203,312.3628999809895
2019-09-19 15:49:15+00:00,9.33,,2.843783908998915,320.03047040666723
2019-09-19 16:04:15+00:00,9.4,,2.865119908316163,326.7395945291353
