timestamp,value,quality,dd6_stage_m,interp_dd6_discharge
2019-09-17 02:59:57+00:00,1.14,,0.3474719888808963,2.108083631706886
2019-09-17 07:59:57+00:00,1.34,,0.40843198693017646,3.2989636364607273
2019-09-17 09:14:57+00:00,1.54,,0.4693919849794565,4.489843641214567
2019-09-17 14:59:58+00:00,1.39,,0.42367198644249643,3.5966836376491864
2019-09-18 03:00:00+00:00,1.29,,0.39319198741785644,3.0012436352722673
2019-09-18 06:15:00+00:00,1.49,,0.4541519854671365,4.192123640026107
2019-09-18 06:45:00+00:00,1.69,,0.5151119835164165,5.383003644779946
2019-09-18 07:15:00+00:00,1.91,,0.5821679813706245,6.692971650009169
2019-09-18 07:45:00+00:00,2.14,,0.6522719791272967,8.77801571758493
2019-09-18 15:00:01+00:00,2.16,,0.6583679789322248,8.99932263080451
2019-09-18 19:30:01+00:00,2.39,,0.7284719766888967,11.544352132829662
2019-09-18 20:00:01+00:00,2.74,,0.8351519732751369,15.417223114172295
2019-09-18 20:30:01+00:00,3.06,,0.932687970153985,19.531651708926507
2019-09-18 21:15:01+00:00,3.73,,1.1369039636190732,33.34972769484408
2019-09-18 21:30:01+00:00,3.98,,1.2131039611806733,38.50572619705213
2019-09-18 22:00:01+00:00,4.26,,1.2984479584496653,46.24777664629526
2019-09-18 23:00:01+00:00,4.48,,1.3655039563038736,52.44972179349503
2019-09-19 02:15:02+00:00,4.68,,1.4264639543531534,58.08785374549478
2019-09-19 03:00:02+00:00,4.76,,1.4508479535728653,60.34310652629469
2019-09-19 04:30:09+00:00,5.01,,1.5270479511344655,67.46501817689911
2019-09-19 06:30:02+00:00,5.2,,1.5849599492812816,74.23195360414918
2019-09-19 14:30:03+00:00,4.98,,1.5179039514270738,66.54505167349448
2019-09-19 15:00:04+00:00,4.96,,1.5118079516221457,65.98123847829449
2019-09-19 16:45:03+00:00,4.73,,1.4417039538654737,59.49738673349475
2019-09-19 18:15:04+00:00,4.51,,1.3746479560112654,53.295441586294984
2019-09-19 19:30:04+00:00,4.31,,1.3136879579619853,47.6573096342952
2019-09-19 21:00:04+00:00,4.11,,1.2527279599127055,42.01917768229544
2019-09-19 23:30:04+00:00,3.91,,1.1917679618634254,37.062046616433875
2019-09-20 02:30:05+00:00,3.71,,1.130807963814145,32.93724781466742
2019-09-20 03:00:05+00:00,3.68,,1.1216639641067532,32.318527994402466
2019-09-20 09:15:05+00:00,3.48,,1.060703966057473,28.193729192636027
2019-09-20 15:00:06+00:00,3.34,,1.018031967422977,25.306370031399513
2019-09-20 22:30:07+00:00,3.14,,0.957071969373697,21.181571229633082
2019-09-21 03:00:08+00:00,3.04,,0.9265919703490569,19.119171828749863
2019-09-21 10:30:08+00:00,2.84,,0.8656319722997768,16.523757680270187
2019-09-21 15:00:09+00:00,2.76,,0.8412479730800648,15.63853002739187
2019-09-21 23:30:10+00:00,2.56,,0.7802879750307848,13.425460895196085
2019-09-22 03:00:11+00:00,2.51,,0.7650479755184647,12.872193612147132
2019-09-22 12:30:11+00:00,2.31,,0.7040879774691847,10.659124479951348
2019-09-22 15:00:12+00:00,2.29,,0.6979919776642567,10.437817566731768
2019-09-23 03:00:13+00:00,2.11,,0.6431279794199046,8.446055347755559
2019-09-23 15:00:15+00:00,1.96,,0.5974079808829446,6.990691651197629
2019-09-24 03:00:16+00:00,1.86,,0.5669279818583046,6.395251648820711
2019-09-24 15:00:17+00:00,1.79,,0.5455919825410566,5.978443647156866
2019-09-25 03:00:19+00:00,1.69,,0.5151119835164165,5.383003644779946
2019-09-25 15:00:20+00:00,1.69,,0.5151119835164165,5.383003644779946
2019-09-26 03:00:22+00:00,1.57,,0.4785359846868485,4.6684756419276425
2019-09-26 15:00:23+00:00,1.57,,0.4785359846868485,4.6684756419276425
