timestamp,value,quality,dd6_stage_m,interp_dd6_discharge
2019-09-17 02:52:11+00:00,2.12,,0.6461759793223687,8.556708804365352
2019-09-17 06:22:11+00:00,2.22,,0.6766559783470087,9.663243370463245
2019-09-17 06:52:11+00:00,2.32,,0.7071359773716487,10.769777936561136
2019-09-17 08:22:11+00:00,2.45,,0.7467599761036808,12.208272872488402
2019-09-17 08:52:11+00:00,2.57,,0.7833359749332488,13.536114351805873
2019-09-17 09:22:11+00:00,2.67,,0.8138159739578888,14.642648917903767
2019-09-17 11:07:11+00:00,2.57,,0.7833359749332488,13.536114351805873
2019-09-17 11:52:11+00:00,2.47,,0.7528559759086089,12.429579785707983
2019-09-17 12:52:11+00:00,2.35,,0.7162799770790408,11.101738306390509
2019-09-17 14:07:11+00:00,2.52,,0.7680959754209288,12.982847068756925
2019-09-17 14:52:11+00:00,2.55,,0.7772399751283208,13.314807438586293
2019-09-17 16:37:11+00:00,2.45,,0.7467599761036808,12.208272872488402
2019-09-17 20:37:11+00:00,2.57,,0.7833359749332488,13.536114351805873
2019-09-17 20:52:11+00:00,2.57,,0.7833359749332488,13.536114351805873
2019-09-18 02:52:12+00:00,2.57,,0.7833359749332488,13.536114351805873
2019-09-18 05:22:12+00:00,2.75,,0.8381999731776009,15.527876570782082
2019-09-18 06:07:12+00:00,2.92,,0.8900159715194889,17.4089853331485
2019-09-18 06:37:12+00:00,3.05,,0.9296399702515209,19.32541176883818
2019-09-18 06:52:12+00:00,3.17,,0.966215969081089,21.800291049898046
2019-09-18 07:07:12+00:00,3.27,,0.996695968105729,23.862690450781265
2019-09-18 07:22:12+00:00,3.42,,1.042415966642689,26.956289552106096
2019-09-18 07:37:12+00:00,3.54,,1.078991965472257,29.431168833165955
2019-09-18 07:52:12+00:00,3.64,,1.1094719644968971,31.493568234049174
2019-09-18 08:22:12+00:00,3.79,,1.1551919630338572,34.587167335374005
2019-09-18 08:52:12+00:00,3.87,,1.1795759622535693,36.23708685608059
2019-09-18 09:37:12+00:00,3.99,,1.2161519610831373,38.71196613714044
2019-09-18 11:22:12+00:00,4.09,,1.2466319601077773,41.45536448709545
2019-09-18 12:07:12+00:00,4.22,,1.2862559588398093,45.1201502558953
2019-09-18 12:37:12+00:00,4.34,,1.3228319576693772,48.50302942709516
2019-09-18 13:22:12+00:00,4.44,,1.3533119566940175,51.32209540309507
2019-09-18 13:52:12+00:00,4.57,,1.3929359554260494,54.98688117189491
2019-09-18 14:52:12+00:00,4.59,,1.3990319552309773,55.550694367094884
2019-09-18 16:07:12+00:00,4.49,,1.3685519562063375,52.731628391095015
2019-09-18 17:22:12+00:00,4.59,,1.3990319552309773,55.550694367094884
2019-09-18 17:52:12+00:00,4.69,,1.4295119542556176,58.369760343094796
2019-09-18 18:37:12+00:00,4.82,,1.4691359529876495,62.03454611189464
2019-09-18 19:22:12+00:00,4.92,,1.4996159520122896,64.85361208789453
2019-09-18 19:52:12+00:00,5.11,,1.5575279501591057,71.02656313860969
2019-09-18 20:07:12+00:00,5.29,,1.6123919484034577,77.43734406968869
2019-09-18 20:22:12+00:00,5.46,,1.6642079467453457,83.49197050459664
2019-09-18 20:37:21+00:00,5.61,,1.709927945282306,88.83428794716251
2019-09-18 20:52:12+00:00,5.81,,1.7708879433315856,95.95737787058358
2019-09-18 21:07:31+00:00,6.34,,1.932431938162178,118.55787163742136
2019-09-18 21:22:13+00:00,7.11,,2.1671279306519065,155.50429699415935
2019-09-18 21:37:12+00:00,7.81,,2.3804879238243863,195.0268862375364
2019-09-18 21:52:12+00:00,8.33,,2.5389839187525145,233.02805069228387
2019-09-18 22:07:12+00:00,8.75,,2.6669999146560026,267.7399195190041
2019-09-18 22:22:31+00:00,9.3,,2.834639909291523,317.1551314970381
2019-09-18 22:37:12+00:00,9.83,,2.996183904122115,367.9527855671531
2019-09-18 22:52:12+00:00,9.95,,3.0327599029516827,379.45414120566954
2019-09-18 23:22:12+00:00,10.32,,3.1455358993428515,413.6488753446187
2019-09-18 23:37:12+00:00,10.42,,3.176015898367491,422.83715701809354
2019-09-18 23:52:12+00:00,10.6,,3.2308798966118433,439.3760640303486
2019-09-19 00:07:23+00:00,10.82,,3.2979358944660513,459.59028371199355
2019-09-19 00:22:42+00:00,11.05,,3.3680398922227237,482.9765259586832
2019-09-19 00:37:32+00:00,11.27,,3.4350958900769313,513.104870785636
2019-09-19 00:52:12+00:00,11.4,,3.4747198888089637,530.9079836379265
2019-09-19 01:07:12+00:00,11.55,,3.520439887345924,551.450036929031
2019-09-19 01:22:32+00:00,11.67,,3.5570158861754915,567.8836795619142
2019-09-19 01:37:32+00:00,11.94,,3.6393118835420197,604.8593754859019
2019-09-19 01:52:12+00:00,12.14,,3.7002718815913,634.4621735535329
2019-09-19 02:07:12+00:00,12.27,,3.7398958803233318,654.3205861741736
2019-09-19 02:22:12+00:00,12.37,,3.770375879347972,669.5962881900512
2019-09-19 02:52:32+00:00,12.54,,3.8221918776898596,695.5649816170428
2019-09-19 03:07:12+00:00,12.77,,3.892295875446532,730.6990962535613
2019-09-19 03:22:13+00:00,12.87,,3.9227758744711716,745.9747982694386
2019-09-19 03:37:12+00:00,12.99,,3.95935187330074,764.3056406884917
2019-09-19 03:52:12+00:00,13.17,,4.014215871545092,794.1709483530575
2019-09-19 04:07:12+00:00,13.29,,4.05079187037466,814.1740612425976
2019-09-19 04:22:12+00:00,13.39,,4.0812718693993,830.8433219838815
2019-09-19 04:37:12+00:00,13.69,,4.17271186647322,880.8511042077323
