timestamp,value,quality,dd6_stage_m,interp_dd6_discharge
2019-09-17 02:59:15+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-17 14:59:17+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-18 02:59:18+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-18 14:59:20+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-19 02:59:21+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-19 14:59:23+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-20 02:59:25+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-20 14:59:26+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-21 02:59:28+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-21 14:59:29+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-22 02:59:31+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-22 14:59:34+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-23 02:59:34+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-23 14:59:36+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-24 02:59:38+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-24 14:59:39+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-25 02:59:41+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-25 14:59:43+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-26 02:59:44+00:00,22.72,,6.925055778398215,2892.511850380594
2019-09-26 14:59:46+00:00,22.72,,6.925055778398215,2892.511850380594
