Unnamed: 0,Time,Discharge_NWM,interp_nwm_stage,nwm_stage_ft
0,2019-09-17 00:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
1,2019-09-17 01:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
2,2019-09-17 02:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
3,2019-09-17 03:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
4,2019-09-17 04:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
5,2019-09-17 05:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
6,2019-09-17 06:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
7,2019-09-17 07:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
8,2019-09-17 08:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
9,2019-09-17 09:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
10,2019-09-17 10:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
11,2019-09-17 11:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
12,2019-09-17 12:00:00,0.0499999988824129,0.24212067410408267,0.7943591924276385
13,2019-09-17 13:00:00,4.629999896511436,0.47656644841438306,1.5635382666158446
14,2019-09-17 14:00:00,0.0899999979883432,0.24416823545177088,0.801076913599588
15,2019-09-17 15:00:00,0.1599999964237213,0.24775146781022525,0.8128329256504994
16,2019-09-17 16:00:00,0.2699999939650297,0.25338226151636783,0.8313066588733602
17,2019-09-17 17:00:00,0.1399999968707561,0.24672768713638116,0.8094740650645248
18,2019-09-17 18:00:00,0.1299999970942735,0.2462157967994591,0.8077946347715373
19,2019-09-17 19:00:00,0.1299999970942735,0.2462157967994591,0.8077946347715373
20,2019-09-17 20:00:00,0.1199999973177909,0.24570390646253704,0.80611520447855
21,2019-09-17 21:00:00,0.1199999973177909,0.24570390646253704,0.80611520447855
22,2019-09-17 22:00:00,0.1099999975413084,0.24519201612561498,0.8044357741855627
23,2019-09-17 23:00:00,0.1099999975413084,0.24519201612561498,0.8044357741855627
24,2019-09-18 00:00:00,0.0999999977648258,0.24468012578869294,0.8027563438925753
25,2019-09-18 01:00:00,0.0999999977648258,0.24468012578869294,0.8027563438925753
26,2019-09-18 02:00:00,0.1299999970942735,0.2462157967994591,0.8077946347715373
27,2019-09-18 03:00:00,0.1499999966472387,0.24723957747330322,0.8111534953575121
28,2019-09-18 04:00:00,0.189999995753169,0.2492871388209914,0.8178712165294615
29,2019-09-18 05:00:00,0.2499999944120645,0.2523584808425237,0.8279477982873855
30,2019-09-18 06:00:00,0.1299999970942735,0.2462157967994591,0.8077946347715373
31,2019-09-18 07:00:00,0.1199999973177909,0.24570390646253704,0.80611520447855
32,2019-09-18 08:00:00,0.1199999973177909,0.24570390646253704,0.80611520447855
33,2019-09-18 09:00:00,0.1099999975413084,0.24519201612561498,0.8044357741855627
34,2019-09-18 10:00:00,0.3999999910593033,0.2600368358963545,0.8531392526821957
35,2019-09-18 11:00:00,4.669999895617366,0.47861400976207125,1.5702559877877937
36,2019-09-18 12:00:00,4.559999898076057,0.47298321605592863,1.551782254564933
37,2019-09-18 13:00:00,1.7999999597668648,0.33170148306544195,1.0882594937004246
38,2019-09-18 14:00:00,1.3499999698251486,0.30866641790394955,1.0126851305159938
39,2019-09-18 15:00:00,1.3499999698251486,0.30866641790394955,1.0126851305159938
40,2019-09-18 16:00:00,0.3999999910593033,0.2600368358963545,0.8531392526821957
41,2019-09-18 17:00:00,0.3899999912828207,0.2595249455594325,0.8514598223892086
42,2019-09-18 18:00:00,0.3299999926239252,0.25645360353790014,0.8413832406312843
43,2019-09-18 19:00:00,1.099999975413084,0.29586915948089826,0.9706993731913103
44,2019-09-18 20:00:00,1.7899999599903822,0.3311895927285199,1.0865800634074372
45,2019-09-18 21:00:00,7.139999840408564,0.6050509229818184,1.985075270155669
46,2019-09-18 22:00:00,9.939999777823688,0.6842793597440819,2.245011094622774
47,2019-09-18 23:00:00,10.45999976620078,0.6986029964601396,2.2920046549062842
48,2019-09-19 00:00:00,7.659999828785658,0.6214757218352139,2.0389624072258434
49,2019-09-19 01:00:00,180.98999595455825,2.3047107322923073,7.5613871589338935
50,2019-09-19 02:00:00,91.569997953251,1.7333403798335258,5.686812451773025
51,2019-09-19 03:00:00,70.57999842241406,1.5537062120481415,5.097461488736025
52,2019-09-19 04:00:00,48.5699989143759,1.3235560378875686,4.342375591343051
53,2019-09-19 05:00:00,141.35999684035778,2.0816737825320164,6.8296386126823405
54,2019-09-19 06:00:00,82.28999816067517,1.6539213671108786,5.426251378072055
55,2019-09-19 07:00:00,15.119999662041664,0.8269648178001943,2.7131392528315894
56,2019-09-19 08:00:00,15.519999653100967,0.8379829998894692,2.749288145357366
57,2019-09-19 09:00:00,19.50999956391752,0.9323679752206696,3.0589501478229817
58,2019-09-19 10:00:00,68.52999846823514,1.536162141349712,5.039902199825789
59,2019-09-19 11:00:00,114.16999744810164,1.903712929251879,6.245777526806735
60,2019-09-19 12:00:00,153.90999655984342,2.158521208868426,7.081762722903886
61,2019-09-19 13:00:00,40.86999908648431,1.2403029358878468,4.069235484178283
62,2019-09-19 14:00:00,28.57999936118722,1.0664126150978315,3.4987291641175693
63,2019-09-19 15:00:00,22.03999950736761,0.9697585969284116,3.18162279514661
64,2019-09-19 16:00:00,23.68999947048724,0.9941437849986782,3.2616266955750635
65,2019-09-19 17:00:00,18.66999958269298,0.9199536976576248,3.018220889423042
