,Time,Inflow_1,Inflow_2,Inflow_3
0,2019-09-17 00:00:00,0.7905099800300375,2.0439699483649747,0.1921199951466405
1,2019-09-17 01:00:00,0.5458499862106689,0.8517899784819745,0.1659099958087608
2,2019-09-17 02:00:00,0.4823399878150665,0.4387499889162426,0.1612999959252192
3,2019-09-17 03:00:00,0.4802299878683696,0.2924799926113335,0.1531699961306003
4,2019-09-17 04:00:00,0.4800699878724116,0.2360099940378858,0.1442899963549279
5,2019-09-17 05:00:00,0.4799299878759483,0.2261099942879808,0.13626999655753
6,2019-09-17 06:00:00,0.47977998787973763,0.2239799943417892,0.1298799967189552
7,2019-09-17 07:00:00,0.4796299878835269,0.2237999943463364,0.125809996821772
8,2019-09-17 08:00:00,0.47945998788782146,0.2236699943496205,0.122009996917768
9,2019-09-17 09:00:00,0.479289987892116,0.2235899943516414,0.1188599969973438
10,2019-09-17 10:00:00,0.47911998789641064,0.2235399943529046,0.1162699970627725
11,2019-09-17 11:00:00,0.5931699850152649,0.2234899943541676,0.1185099970061854
12,2019-09-17 12:00:00,0.4788199879039893,0.22335999435745169,0.1151899970900557
13,2019-09-17 13:00:00,0.4786899879072732,0.2257099942980857,0.1168099970491312
14,2019-09-17 14:00:00,5.141649870110996,5.579999859037343,0.2247799943215795
15,2019-09-17 15:00:00,4.793889878896152,3.015989923809684,0.3292799916816873
16,2019-09-17 16:00:00,11.079979720096164,12.922629673546908,1.7668099553666252
17,2019-09-17 17:00:00,8.29646979041354,6.012509848111222,1.8251499538928329
18,2019-09-17 18:00:00,5.381229864058696,3.7211099059968546,1.0999399722131784
19,2019-09-17 19:00:00,4.257239892453072,1.4977599621633997,0.6133199845062336
20,2019-09-17 20:00:00,2.93130992594888,0.7950699799148422,0.3499499911595193
21,2019-09-17 21:00:00,2.178869944957114,0.4856199877322068,0.3279099917162966
22,2019-09-17 22:00:00,8.09140979559379,11.427689711312269,1.1215899716662534
23,2019-09-17 23:00:00,3.2550899177695096,2.098499946987431,0.5266799866949441
24,2019-09-18 00:00:00,2.2672899427234365,1.1697699704491242,0.3104899921563628
25,2019-09-18 01:00:00,1.6412699585380324,0.7093399820805644,0.2626099933659133
26,2019-09-18 02:00:00,1.2644799680565482,0.46198998832915084,0.2270899942632239
27,2019-09-18 03:00:00,1.0889399724910616,0.3944699900348493,0.2091299947169318
28,2019-09-18 04:00:00,6.87290982637569,10.081269745325699,1.9008899519794795
29,2019-09-18 05:00:00,2.186599944761838,1.6298099588275363,0.3040099923200614
30,2019-09-18 06:00:00,1.5424499610344353,1.033479973892099,0.2575899934927292
31,2019-09-18 07:00:00,1.4679699629159582,0.7244199816996113,0.2324399941280716
32,2019-09-18 08:00:00,1.3229399665797248,0.9291799765269387,0.2206799944251541
33,2019-09-18 09:00:00,0.9796899752509488,0.517789986919524,0.1961799950440761
34,2019-09-18 10:00:00,0.8120299794863967,0.3584899909437806,0.1788699954813636
35,2019-09-18 11:00:00,0.771699980505218,0.32969999167107733,0.1683499957471212
36,2019-09-18 12:00:00,3.9682098997545836,4.0537498975936614,0.46927998814499
37,2019-09-18 13:00:00,23.37181940957817,35.11983911279822,5.628409857814404
38,2019-09-18 14:00:00,17.693849553015752,23.64365940271091,4.176889894482883
39,2019-09-18 15:00:00,4.843839877634309,4.407449888658448,0.3175899919770017
40,2019-09-18 16:00:00,8.805509777554107,11.08177972005069,1.6116699592857913
41,2019-09-18 17:00:00,7.05285982182977,6.410059838068264,1.1794899702035764
42,2019-09-18 18:00:00,4.407959888645565,2.8760899273438554,0.5452199862265843
43,2019-09-18 19:00:00,15.042649619990698,7.425809812408261,2.056029948060313
44,2019-09-18 20:00:00,19.167209515795548,12.93112967333218,3.209459918922221
45,2019-09-18 21:00:00,11.887919699685883,5.211919868335826,1.7331799562161905
46,2019-09-18 22:00:00,25.122149365361107,15.487029608764713,2.1645999453176046
47,2019-09-18 23:00:00,39.37840900521769,19.408169509708387,1.282819967593241
48,2019-09-19 00:00:00,28.982529267839713,11.188959717343096,1.1366099712868163
49,2019-09-19 01:00:00,45.38271885353607,26.137789339703886,2.462659937787976
50,2019-09-19 02:00:00,74.02436812998712,42.13655893554096,4.324909890743584
51,2019-09-19 03:00:00,127.82106677096819,94.12093762230506,13.976919646913302
52,2019-09-19 04:00:00,186.84507527989626,118.3191970110056,15.392919611142132
53,2019-09-19 05:00:00,145.35030632814232,72.9839181562711,14.05455964495195
54,2019-09-19 06:00:00,112.25262716426005,68.01789828172332,12.266989690109767
55,2019-09-19 07:00:00,68.41170827177484,40.20546898432439,8.403799787702155
56,2019-09-19 08:00:00,61.027538458314666,32.46886917976735,11.180919717546203
57,2019-09-19 09:00:00,57.96776853561096,60.428778473440616,17.159439566516085
58,2019-09-19 10:00:00,57.39298855013112,50.03734873595022,15.69870960341723
59,2019-09-19 11:00:00,83.43883789215761,74.3695381212674,20.155879490819643
60,2019-09-19 12:00:00,102.8332274022141,90.81670770577693,26.797009323050588
61,2019-09-19 13:00:00,147.77182626696958,127.72597677337035,24.871799371685483
62,2019-09-19 14:00:00,146.06343631012714,93.93593762697856,17.163179566421604
63,2019-09-19 15:00:00,79.21633799882693,37.501159052641015,7.890749800662888
64,2019-09-19 16:00:00,59.58407849477954,29.723219249128306,6.940099824678327
65,2019-09-19 17:00:00,45.19782885820677,23.58940940408138,5.2426298675600265
66,2019-09-19 18:00:00,38.59234902507524,22.722629425978084,5.533319860216579
67,2019-09-19 19:00:00,44.21201888311043,30.964689217766136,8.313009789995704
