,Time,Discharge_NWM
119,2019-09-21 23:00:00,62.69999859854579
120,2019-09-22 00:00:00,60.48999864794314
121,2019-09-22 01:00:00,58.3899986948818
122,2019-09-22 02:00:00,56.39999873936176
123,2019-09-22 03:00:00,54.50999878160656
124,2019-09-22 04:00:00,52.70999882183969
125,2019-09-22 05:00:00,50.989998860284686
126,2019-09-22 06:00:00,49.359998896718025
127,2019-09-22 07:00:00,47.79999893158674
128,2019-09-22 08:00:00,46.339998964220285
129,2019-09-22 09:00:00,44.96999899484217
130,2019-09-22 10:00:00,43.64999902434647
131,2019-09-22 11:00:00,42.3699990529567
132,2019-09-22 12:00:00,41.229999078437686
133,2019-09-22 13:00:00,40.139999102801085
134,2019-09-22 14:00:00,39.11999912559986
135,2019-09-22 15:00:00,38.08999914862216
136,2019-09-22 16:00:00,37.07999917119741
137,2019-09-22 17:00:00,36.08999919332564
138,2019-09-22 18:00:00,35.11999921500683
139,2019-09-22 19:00:00,34.10999923758209
140,2019-09-22 20:00:00,33.18999925814569
141,2019-09-22 21:00:00,32.28999927826226
142,2019-09-22 22:00:00,31.42999929748476
143,2019-09-22 23:00:00,30.5999993160367
144,2019-09-23 00:00:00,29.79999933391809
145,2019-09-23 01:00:00,29.03999935090542
146,2019-09-23 02:00:00,28.319999366998672
147,2019-09-23 03:00:00,27.61999938264489
148,2019-09-23 04:00:00,26.969999397173524
149,2019-09-23 05:00:00,26.33999941125512
150,2019-09-23 06:00:00,25.729999424889684
151,2019-09-23 07:00:00,25.14999943785369
152,2019-09-23 08:00:00,24.58999945037067
153,2019-09-23 09:00:00,24.04999946244061
154,2019-09-23 10:00:00,23.53999947384
155,2019-09-23 11:00:00,23.03999948501587
156,2019-09-23 12:00:00,22.559999495744705
157,2019-09-23 13:00:00,22.089999506250024
158,2019-09-23 14:00:00,21.629999516531825
159,2019-09-23 15:00:00,21.60999951697886
160,2019-09-23 16:00:00,21.36999952234328
161,2019-09-23 17:00:00,21.05999952927232
162,2019-09-23 18:00:00,20.71999953687191
163,2019-09-23 19:00:00,20.309999546036124
164,2019-09-23 20:00:00,19.94999955408275
165,2019-09-23 21:00:00,19.58999956212938
166,2019-09-23 22:00:00,19.24999956972897
167,2019-09-23 23:00:00,18.909999577328563
168,2019-09-24 00:00:00,18.569999584928155
169,2019-09-24 01:00:00,18.249999592080712
170,2019-09-24 02:00:00,17.92999959923327
171,2019-09-24 03:00:00,17.629999605938792
172,2019-09-24 04:00:00,17.339999612420797
173,2019-09-24 05:00:00,17.049999618902802
174,2019-09-24 06:00:00,16.779999624937773
175,2019-09-24 07:00:00,16.509999630972743
176,2019-09-24 08:00:00,16.249999636784196
177,2019-09-24 09:00:00,15.999999642372131
178,2019-09-24 10:00:00,15.75999964773655
179,2019-09-24 11:00:00,15.52999965287745
180,2019-09-24 12:00:00,15.309999657794831
181,2019-09-24 13:00:00,15.089999662712216
182,2019-09-24 14:00:00,14.8699996676296
183,2019-09-24 15:00:00,14.649999672546985
184,2019-09-24 16:00:00,14.439999677240849
185,2019-09-24 17:00:00,14.219999682158232
186,2019-09-24 18:00:00,13.999999687075617
187,2019-09-24 19:00:00,13.389999700710176
188,2019-09-24 20:00:00,13.16999970562756
189,2019-09-24 21:00:00,12.949999710544944
190,2019-09-24 22:00:00,12.73999971523881
191,2019-09-24 23:00:00,12.539999719709158
192,2019-09-25 00:00:00,12.349999723955989
193,2019-09-25 01:00:00,12.169999727979302
194,2019-09-25 02:00:00,11.989999732002616
195,2019-09-25 03:00:00,11.829999735578896
196,2019-09-25 04:00:00,11.669999739155172
197,2019-09-25 05:00:00,11.509999742731452
198,2019-09-25 06:00:00,11.359999746084211
199,2019-09-25 07:00:00,11.219999749213455
200,2019-09-25 08:00:00,11.0799997523427
201,2019-09-25 09:00:00,10.949999755248427
202,2019-09-25 10:00:00,10.809999758377671
203,2019-09-25 11:00:00,10.68999976105988
204,2019-09-25 12:00:00,10.559999763965608
205,2019-09-25 13:00:00,10.439999766647816
206,2019-09-25 14:00:00,10.319999769330025
207,2019-09-25 15:00:00,10.189999772235751
208,2019-09-25 16:00:00,10.059999775141478
209,2019-09-25 17:00:00,9.929999778047204
210,2019-09-25 18:00:00,9.79999978095293
211,2019-09-25 19:00:00,9.669999783858657
212,2019-09-25 20:00:00,9.549999786540866
213,2019-09-25 21:00:00,9.419999789446592
214,2019-09-25 22:00:00,9.2999997921288
215,2019-09-25 23:00:00,9.17999979481101
216,2019-09-26 00:00:00,9.069999797269702
217,2019-09-26 01:00:00,8.959999799728394
218,2019-09-26 02:00:00,8.859999801963568
219,2019-09-26 03:00:00,8.759999804198742
220,2019-09-26 04:00:00,8.659999806433916
221,2019-09-26 05:00:00,8.55999980866909
222,2019-09-26 06:00:00,8.469999810680747
223,2019-09-26 07:00:00,8.379999812692404
224,2019-09-26 08:00:00,8.28999981470406
225,2019-09-26 09:00:00,8.2099998164922
226,2019-09-26 10:00:00,8.119999818503857
227,2019-09-26 11:00:00,8.039999820291996
228,2019-09-26 12:00:00,7.959999822080135
229,2019-09-26 13:00:00,7.879999823868275
230,2019-09-26 14:00:00,7.7899998258799314
231,2019-09-26 15:00:00,7.709999827668071
232,2019-09-26 16:00:00,7.62999982945621
233,2019-09-26 17:00:00,7.539999831467867
